title,gender,country,taxType,taxInvestigationCover,isVatInvoiceRequired,isStatementRequired,businessType,contactType,recurring_fees,non_recurring_fees,number_of_associations,met_face_to_face,visited_business_address,is_uk_resident,is_uk_national,known_to_partner,reputable_referral,plausible_wealth_level,identity_verified,evidence_recorded,client_honest_assessment,wealth_plausible,adverse_records,beneficial_owners_verified,other_identity_concerns,risk_score,risk_label
Dr,Male,United Kingdom,Partnership,yes,yes,yes,LLP,Both,2131.65,21400.02,7,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,68.6,Medium
Prof,Female,United Kingdom,Trust,no,no,no,LLP,Secondary,4532.21,16875.31,4,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,no,yes,no,69.92,Medium
Ms,Female,United Kingdom,Individual,no,no,no,LLP,Secondary,47378.81,19259.0,2,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,yes,yes,100.0,High
Ms,Male,United Kingdom,Trust,yes,no,no,LLP,Primary,49115.28,11275.58,2,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,79.3,High
Dr,Female,North Korea,Individual,no,yes,no,Limited Company,Both,21629.79,4383.07,8,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,100.0,High
Dr,Female,United Kingdom,Trust,yes,yes,yes,Sole Trader,Both,23834.59,1762.68,0,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,47.55,Medium
Ms,Male,United Kingdom,Trust,yes,yes,no,Charity,Both,2165.04,5845.86,1,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,66.9,Medium
Prof,Female,Pakistan,Partnership,no,yes,no,Limited Company,Secondary,17040.93,9085.45,1,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,100.0,High
Prof,Male,Mexico,Partnership,no,no,no,Charity,Both,18070.8,14453.45,9,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,77.57,High
Dr,Male,United States,Company,yes,no,yes,Limited Company,Both,17630.72,22176.97,2,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,84.94,High
Mr,Prefer not to say,France,Partnership,yes,yes,yes,Partnership,Primary,44945.64,4322.59,10,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,62.71,Medium
Ms,Male,United Kingdom,Partnership,yes,yes,no,LLP,Both,38086.16,16167.63,9,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,84.41,High
Mrs,Female,United Kingdom,Partnership,yes,yes,no,Limited Company,Secondary,1986.27,8985.61,3,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,65.9,Medium
Dr,Female,United States,Partnership,no,no,yes,Limited Company,Both,41318.17,6354.25,2,no,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,100.0,High
Mrs,Prefer not to say,United Kingdom,Trust,yes,no,no,Sole Trader,Secondary,21784.41,13764.42,4,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,100.0,High
Ms,Prefer not to say,Russia,Partnership,yes,no,yes,Sole Trader,Primary,7749.85,21939.01,6,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,no,69.36,Medium
Ms,Male,United Kingdom,Individual,yes,no,no,Partnership,Secondary,46920.47,9488.21,4,no,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,99.43,High
Mr,Other,Iran,Individual,yes,yes,no,Sole Trader,Primary,12091.79,14389.81,10,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,80.77,High
Mr,Female,United Kingdom,Company,no,yes,no,Partnership,Both,44836.15,6284.55,2,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,93.57,High
Prof,Prefer not to say,United Kingdom,Company,no,yes,yes,LLP,Both,32780.58,9891.78,5,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,77.47,High
Ms,Prefer not to say,United Kingdom,Partnership,yes,no,yes,Partnership,Both,47919.04,7187.71,4,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,100.0,High
Mrs,Male,United Kingdom,Individual,yes,no,yes,Charity,Secondary,46765.13,910.05,4,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,no,84.63,High
Ms,Other,United States,Trust,no,yes,yes,LLP,Both,8186.94,23127.08,7,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,74.37,High
Mrs,Prefer not to say,China,Trust,yes,no,yes,LLP,Both,34677.06,9700.96,6,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,100.0,High
Mrs,Prefer not to say,Mexico,Trust,no,yes,no,Sole Trader,Secondary,36562.05,13844.11,5,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,yes,95.17,High
Mr,Female,United Kingdom,Individual,yes,no,no,Partnership,Primary,38038.37,24021.47,7,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,no,93.35,High
Dr,Female,India,Partnership,yes,yes,no,LLP,Secondary,39293.19,17787.69,0,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,72.25,High
Mr,Female,Brazil,Individual,yes,yes,yes,Sole Trader,Both,2640.97,4479.25,5,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,72.05,High
Ms,Prefer not to say,Nigeria,Company,yes,no,yes,Charity,Both,16295.43,16912.62,2,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,100.0,High
Mrs,Female,India,Company,no,no,yes,Limited Company,Secondary,5749.56,9270.84,5,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,95.38,High
Mr,Male,United Kingdom,Individual,no,no,yes,Limited Company,Secondary,20653.03,15676.88,5,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,98.43,High
Dr,Male,United Kingdom,Trust,yes,no,no,Partnership,Primary,24214.72,1238.57,0,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,73.91,High
Mrs,Other,Nigeria,Partnership,no,no,yes,LLP,Secondary,1162.15,12937.87,7,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,100.0,High
Mrs,Female,United Kingdom,Company,yes,yes,yes,Sole Trader,Primary,25880.79,1622.76,6,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,74.63,High
Ms,Prefer not to say,Russia,Trust,yes,yes,yes,Charity,Secondary,4529.94,15317.71,2,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,100.0,High
Mr,Female,Germany,Individual,yes,yes,yes,Partnership,Primary,39617.07,10665.71,3,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,100.0,High
Mrs,Female,Germany,Partnership,no,yes,yes,Sole Trader,Primary,3434.35,23176.14,4,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,65.38,Medium
Mr,Male,Turkey,Trust,no,yes,no,Sole Trader,Secondary,46759.02,15930.38,3,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,100.0,High
Dr,Male,United Kingdom,Individual,no,yes,no,Sole Trader,Secondary,30042.09,23261.24,1,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,85.26,High
Ms,Female,Mexico,Company,yes,no,yes,LLP,Both,4772.38,15442.54,4,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,100.0,High
Dr,Prefer not to say,United Kingdom,Partnership,yes,no,no,Sole Trader,Both,47249.14,21586.18,10,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,64.31,Medium
Mrs,Prefer not to say,Brazil,Partnership,yes,yes,yes,LLP,Both,46712.32,20713.15,9,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,100.0,High
Mr,Female,United States,Trust,yes,yes,no,Sole Trader,Primary,32331.53,8784.64,1,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,100.0,High
Mrs,Female,United Kingdom,Partnership,yes,yes,yes,Sole Trader,Primary,25950.76,7765.35,2,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,68.46,Medium
Prof,Female,United States,Partnership,yes,yes,yes,Partnership,Primary,20036.39,12320.96,5,yes,no,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,100.0,High
Ms,Male,United Kingdom,Partnership,yes,yes,yes,Limited Company,Secondary,47649.03,21248.75,8,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,98.24,High
Dr,Other,Iran,Individual,yes,no,no,Partnership,Primary,6284.09,8279.41,9,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,100.0,High
Dr,Other,United Kingdom,Partnership,no,yes,no,Partnership,Primary,47625.42,11360.43,3,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,91.3,High
Ms,Prefer not to say,United Kingdom,Trust,yes,no,yes,Charity,Both,9903.91,16087.91,0,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,71.1,High
Dr,Other,United Kingdom,Trust,no,yes,no,Partnership,Both,31014.9,21433.46,10,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,91.66,High
Dr,Other,United Kingdom,Trust,yes,no,yes,Partnership,Primary,1325.01,22794.43,4,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,80.59,High
Mr,Prefer not to say,United Kingdom,Individual,yes,no,yes,LLP,Both,20107.74,4691.35,9,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,69.73,Medium
Dr,Other,France,Partnership,yes,yes,no,Limited Company,Both,18306.44,24255.39,3,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,100.0,High
Prof,Prefer not to say,North Korea,Individual,no,no,no,Limited Company,Primary,16970.74,14907.04,9,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,66.53,Medium
Dr,Male,United Kingdom,Individual,no,yes,yes,Partnership,Secondary,24825.19,18926.85,1,no,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,77.0,High
Prof,Other,United States,Company,yes,no,no,Limited Company,Both,40870.96,4613.6,3,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,100.0,High
Prof,Prefer not to say,United Kingdom,Trust,yes,no,yes,Sole Trader,Secondary,48479.59,21673.36,7,no,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,71.55,High
Dr,Male,United Kingdom,Trust,no,yes,yes,Charity,Primary,45110.12,7712.14,3,no,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,100.0,High
Prof,Other,Germany,Trust,yes,yes,yes,Charity,Primary,36880.03,24583.22,1,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,69.98,Medium
Prof,Prefer not to say,United Kingdom,Company,no,yes,no,Sole Trader,Primary,20494.95,6672.66,3,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,75.17,High
Ms,Female,United Kingdom,Partnership,yes,yes,yes,Charity,Secondary,45365.15,6944.39,7,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,no,62.61,Medium
Prof,Female,United Kingdom,Trust,no,no,yes,Limited Company,Primary,39020.32,860.13,9,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,57.71,Medium
Ms,Female,Iran,Partnership,no,yes,no,Limited Company,Both,33298.7,3053.63,8,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,100.0,High
Dr,Other,United Kingdom,Trust,no,no,yes,LLP,Secondary,20072.17,21789.27,8,no,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,96.18,High
Ms,Female,United Kingdom,Company,yes,no,no,Charity,Secondary,24876.07,13043.98,4,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,79.9,High
Ms,Male,United Kingdom,Trust,yes,no,yes,Limited Company,Secondary,40879.49,21241.85,5,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,80.79,High
Mr,Prefer not to say,France,Partnership,no,yes,yes,Partnership,Primary,16559.84,22158.44,2,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,100.0,High
Dr,Female,United Kingdom,Partnership,no,no,no,Limited Company,Primary,12540.6,19583.07,3,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,100.0,High
Prof,Male,Nigeria,Partnership,no,no,no,LLP,Both,7782.24,23613.24,6,no,yes,no,yes,no,no,no,no,yes,no,no,no,yes,yes,100.0,High
Ms,Other,United Kingdom,Trust,yes,no,no,Sole Trader,Secondary,25993.74,16484.41,2,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,yes,100.0,High
Dr,Other,United Kingdom,Partnership,yes,no,yes,LLP,Secondary,9379.76,18509.01,4,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,yes,68.25,Medium
Ms,Male,United Kingdom,Individual,yes,no,no,Sole Trader,Both,15875.54,13348.04,10,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,82.9,High
Ms,Prefer not to say,United Kingdom,Company,no,no,yes,Limited Company,Primary,1741.68,5276.61,2,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,88.37,High
Dr,Female,United Kingdom,Company,no,no,no,Partnership,Primary,2146.87,3230.67,6,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,100.0,High
Mrs,Prefer not to say,North Korea,Partnership,yes,yes,yes,Charity,Both,18276.6,15496.11,10,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,100.0,High
Prof,Female,United States,Company,yes,yes,yes,Sole Trader,Secondary,38597.51,1703.25,0,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,79.51,High
Mr,Female,United Kingdom,Individual,no,no,no,LLP,Secondary,3329.36,10264.37,10,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,99.89,High
Ms,Prefer not to say,United Kingdom,Company,yes,no,no,Partnership,Secondary,35687.94,4491.89,2,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,100.0,High
Mrs,Female,United Kingdom,Trust,yes,yes,yes,Partnership,Secondary,19186.98,16865.37,2,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,no,yes,100.0,High
Mrs,Male,China,Trust,no,yes,no,Sole Trader,Primary,1004.85,14406.65,9,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,100.0,High
Prof,Prefer not to say,Russia,Individual,no,no,no,Charity,Secondary,10024.07,16792.11,10,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,100.0,High
Prof,Prefer not to say,Mexico,Company,yes,yes,yes,Sole Trader,Primary,40360.83,16454.12,1,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,88.79,High
Mrs,Female,Iran,Trust,no,yes,no,Limited Company,Both,6522.93,6884.13,4,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,100.0,High
Prof,Male,United Kingdom,Company,no,no,yes,Sole Trader,Secondary,3942.93,5549.92,2,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,91.71,High
Ms,Male,Germany,Individual,yes,yes,yes,Partnership,Secondary,24400.43,10324.31,2,no,no,no,no,no,yes,no,no,no,yes,yes,no,yes,yes,100.0,High
Mr,Female,United Kingdom,Partnership,no,no,no,Charity,Secondary,38534.53,14309.89,8,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,81.7,High
Mr,Male,Germany,Partnership,no,no,no,Partnership,Secondary,43096.1,16280.84,10,yes,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,100.0,High
Mrs,Male,India,Company,no,no,no,Partnership,Secondary,32252.93,20971.67,4,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,yes,100.0,High
Prof,Other,Germany,Partnership,no,yes,yes,Partnership,Secondary,31212.56,7903.26,3,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,yes,100.0,High
Mrs,Other,United States,Trust,yes,yes,no,Sole Trader,Secondary,39174.69,1938.16,4,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,yes,no,43.11,Medium
Prof,Other,France,Company,no,yes,yes,Partnership,Primary,36742.82,16946.46,8,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,67.44,Medium
Mrs,Prefer not to say,Pakistan,Individual,yes,no,yes,LLP,Both,43966.96,722.74,10,no,yes,no,yes,no,yes,no,no,yes,no,no,no,yes,no,88.79,High
Prof,Other,Iran,Company,no,yes,no,Charity,Both,36600.98,1208.45,6,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,65.13,Medium
Mrs,Other,United Kingdom,Partnership,yes,no,no,Partnership,Both,13340.1,8093.48,9,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,87.34,High
Ms,Female,Germany,Company,no,yes,yes,Sole Trader,Secondary,41798.65,21945.88,10,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,75.48,High
Mrs,Male,Mexico,Partnership,no,yes,no,Partnership,Secondary,18250.27,12339.74,8,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,no,yes,95.88,High
Prof,Male,France,Individual,yes,yes,no,Limited Company,Both,21282.73,625.87,10,no,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,89.5,High
Ms,Male,United Kingdom,Partnership,no,no,no,Limited Company,Primary,13544.16,7100.91,8,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,76.79,High
Ms,Male,Turkey,Individual,no,no,yes,Sole Trader,Primary,39709.57,13230.67,4,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,100.0,High
Dr,Prefer not to say,Germany,Individual,no,yes,yes,Partnership,Secondary,20150.97,785.44,10,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,69.85,Medium
Mrs,Female,China,Individual,no,no,no,Sole Trader,Secondary,46828.14,5450.07,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,100.0,High
Prof,Female,United Kingdom,Individual,no,yes,no,Partnership,Secondary,12902.48,3572.99,9,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,90.51,High
Mrs,Male,Russia,Individual,yes,no,no,Charity,Primary,30593.27,1660.64,6,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,78.94,High
Mrs,Male,France,Individual,no,no,no,Sole Trader,Secondary,22458.93,19938.79,7,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,100.0,High
Mr,Other,United Kingdom,Partnership,no,no,no,Sole Trader,Both,40806.69,1921.39,7,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,98.9,High
Prof,Female,United Kingdom,Company,no,yes,yes,Limited Company,Primary,43031.41,6940.01,1,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,100.0,High
Mrs,Female,United Kingdom,Individual,yes,yes,no,LLP,Primary,42718.5,1628.48,7,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,55.49,Medium
Mrs,Male,United Kingdom,Partnership,no,yes,yes,Charity,Both,5974.03,10039.68,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,28.45,Low
Ms,Female,United States,Trust,yes,yes,no,Partnership,Both,9729.79,6232.6,6,yes,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,64.75,Medium
Ms,Prefer not to say,United Kingdom,Partnership,yes,yes,yes,LLP,Primary,12994.41,11300.15,3,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,100.0,High
Ms,Female,Nigeria,Partnership,yes,yes,yes,Sole Trader,Secondary,17078.16,2973.44,2,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,97.35,High
Ms,Male,United Kingdom,Trust,no,yes,no,Sole Trader,Secondary,17821.2,1025.94,6,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,37.56,Low
Dr,Male,United Kingdom,Trust,no,no,yes,Limited Company,Primary,26701.6,12823.45,7,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,100.0,High
Prof,Male,Mexico,Individual,no,yes,no,LLP,Secondary,39311.84,20482.26,3,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,35.68,Low
Ms,Male,United States,Partnership,no,yes,yes,LLP,Both,42120.59,17772.79,1,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,no,yes,94.07,High
Mrs,Female,United States,Company,no,yes,no,Sole Trader,Primary,45117.66,19879.78,1,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,100.0,High
Ms,Prefer not to say,India,Partnership,no,no,no,Partnership,Both,36324.59,17243.97,2,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,80.97,High
Mrs,Female,United Kingdom,Individual,no,yes,yes,LLP,Both,43947.03,24098.82,3,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,73.62,High
Mrs,Other,United Kingdom,Trust,no,yes,no,Limited Company,Secondary,44116.87,23811.55,8,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,79.61,High
Prof,Other,United Kingdom,Partnership,no,no,yes,LLP,Secondary,16127.14,21122.42,0,no,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,68.77,Medium
Mr,Prefer not to say,China,Company,yes,no,yes,Partnership,Both,39113.45,23696.91,7,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,89.45,High
Mr,Prefer not to say,China,Trust,no,yes,no,Charity,Primary,11587.17,929.77,8,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,100.0,High
Prof,Male,United Kingdom,Individual,no,no,no,LLP,Secondary,35653.7,16386.47,1,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,88.05,High
Mrs,Male,United Kingdom,Partnership,no,no,no,LLP,Secondary,14464.15,9823.27,9,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,91.48,High
Mr,Other,United Kingdom,Company,no,no,yes,Charity,Primary,44269.78,19286.02,9,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,93.89,High
Mrs,Other,United States,Company,no,no,no,Partnership,Primary,26558.96,22043.52,5,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,58.0,Medium
Mrs,Female,United Kingdom,Partnership,yes,yes,yes,Sole Trader,Both,24342.03,9359.49,6,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,96.45,High
Mrs,Female,United Kingdom,Trust,yes,no,yes,Limited Company,Primary,16446.68,11503.9,6,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,90.98,High
Prof,Other,United States,Individual,no,yes,yes,LLP,Secondary,3840.83,1045.65,6,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,100.0,High
Dr,Male,France,Company,yes,no,yes,Charity,Both,21304.18,9499.74,10,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,96.32,High
Dr,Prefer not to say,United States,Individual,no,no,no,Partnership,Both,26100.03,10773.37,5,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,90.12,High
Mrs,Other,United States,Company,yes,no,yes,Partnership,Both,9719.68,2196.44,7,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,56.82,Medium
Mrs,Prefer not to say,United Kingdom,Partnership,yes,no,yes,LLP,Primary,22601.64,3667.2,5,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,56.77,Medium
Ms,Prefer not to say,United Kingdom,Individual,yes,no,yes,LLP,Primary,26764.25,6061.24,2,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes,no,72.81,High
Mr,Prefer not to say,China,Individual,yes,yes,no,Limited Company,Secondary,3974.36,22201.5,8,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,100.0,High
Ms,Female,United States,Individual,no,yes,yes,Charity,Both,28275.98,19817.49,5,no,no,no,yes,no,no,yes,no,yes,no,yes,yes,no,yes,100.0,High
Mrs,Other,United Kingdom,Partnership,no,no,yes,Limited Company,Primary,16233.48,18153.49,2,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,71.64,High
Ms,Other,Iran,Trust,yes,no,yes,LLP,Secondary,46467.96,4094.76,5,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,100.0,High
Dr,Male,Germany,Trust,no,yes,no,Partnership,Secondary,11556.34,10458.31,8,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,yes,100.0,High
Prof,Prefer not to say,United Kingdom,Company,yes,yes,yes,LLP,Primary,29210.52,4926.42,0,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,60.37,Medium
Dr,Other,United Kingdom,Trust,yes,yes,yes,Sole Trader,Secondary,26647.45,16414.12,4,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,81.87,High
Ms,Other,Pakistan,Individual,yes,no,no,Charity,Secondary,3443.32,23887.78,9,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,100.0,High
Mr,Female,Germany,Partnership,yes,yes,no,Sole Trader,Secondary,32876.21,21409.95,7,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,100.0,High
Mrs,Other,United Kingdom,Company,yes,no,yes,LLP,Secondary,4211.49,18174.62,10,yes,yes,yes,no,yes,no,no,yes,no,yes,no,yes,no,no,73.71,High
Dr,Other,Germany,Trust,yes,no,no,Partnership,Primary,44431.18,17935.72,6,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,83.34,High
Prof,Prefer not to say,United Kingdom,Trust,yes,no,no,Sole Trader,Both,29837.96,4019.89,8,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,yes,68.41,Medium
Mrs,Prefer not to say,Russia,Partnership,no,no,yes,Limited Company,Secondary,42387.58,1369.85,6,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,95.62,High
Ms,Other,United Kingdom,Individual,yes,no,yes,LLP,Both,12550.6,20631.89,1,yes,no,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,73.6,High
Ms,Other,United Kingdom,Trust,yes,no,no,Charity,Secondary,18242.58,17245.02,8,yes,yes,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,92.95,High
Dr,Other,United Kingdom,Partnership,no,yes,yes,Sole Trader,Both,48407.81,16288.52,4,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,91.5,High
Prof,Female,United Kingdom,Individual,yes,yes,no,Partnership,Primary,37650.38,14604.44,9,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,64.12,Medium
Prof,Other,United Kingdom,Trust,no,yes,no,Sole Trader,Both,40727.82,9273.28,5,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,75.61,High
Mrs,Other,France,Trust,no,no,yes,Sole Trader,Primary,2944.84,10968.23,1,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,no,57.08,Medium
Prof,Female,United Kingdom,Trust,no,no,no,LLP,Both,28690.17,10084.81,0,no,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,yes,100.0,High
Dr,Other,United Kingdom,Individual,yes,no,no,Limited Company,Secondary,11672.41,15019.22,1,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,70.29,High
Mrs,Female,Turkey,Trust,no,no,yes,Sole Trader,Both,22380.88,20204.94,6,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,100.0,High
